Date,Open,High,Low,Close,Adj Close,Volume
2013-05-31,20186.669922,20191.289063,19730.550781,19760.300781,19760.300781,9400
2013-06-03,19859.220703,19860.189453,19541.970703,19610.480469,19610.480469,7400
2013-06-04,19605.679688,19742.699219,19522.470703,19545.779297,19545.779297,6000
2013-06-05,19532.419922,19604.429688,19441.349609,19568.220703,19568.220703,5600
2013-06-06,19503.679688,19635.369141,19395.320313,19519.490234,19519.490234,6600
2013-06-07,19522.310547,19711.550781,19397.509766,19429.230469,19429.230469,7000
2013-06-10,19530.349609,19585.750000,19366.820313,19441.070313,19441.070313,6400
2013-06-11,19382.220703,19418.740234,19121.179688,19143.000000,19143.000000,14200
2013-06-12,19103.960938,19143.240234,18969.080078,19041.130859,19041.130859,10800
2013-06-13,18897.490234,18914.130859,18765.529297,18827.160156,18827.160156,13200
2013-06-14,18959.830078,19213.099609,18952.089844,19177.929688,19177.929688,10400
2013-06-17,19249.900391,19344.279297,19084.679688,19325.869141,19325.869141,7000
2013-06-18,19329.169922,19383.609375,19191.369141,19223.279297,19223.279297,8600
2013-06-19,19224.089844,19274.259766,19100.130859,19245.699219,19245.699219,10400
2013-06-20,19069.199219,19069.199219,18687.189453,18719.289063,18719.289063,14200
2013-06-21,18695.800781,18820.810547,18615.140625,18774.240234,18774.240234,14600
2013-06-24,18714.060547,18714.060547,18467.160156,18540.890625,18540.890625,11200
2013-06-25,18602.250000,18802.310547,18487.300781,18629.150391,18629.150391,10800
2013-06-26,18662.369141,18690.500000,18514.349609,18552.119141,18552.119141,9200
2013-06-27,18716.109375,18925.750000,18688.279297,18875.949219,18875.949219,10000
2013-06-28,19093.179688,19432.939453,19093.179688,19395.810547,19395.810547,14000
2013-07-01,19352.480469,19598.429688,19347.570313,19577.390625,19577.390625,8600
2013-07-02,19573.929688,19589.140625,19442.750000,19463.820313,19463.820313,9200
2013-07-03,19347.109375,19347.109375,19147.310547,19177.759766,19177.759766,9600
2013-07-04,19256.119141,19445.019531,19245.009766,19410.839844,19410.839844,9600
2013-07-05,19568.789063,19640.269531,19477.740234,19495.820313,19495.820313,10000
2013-07-08,19418.980469,19422.689453,19185.919922,19324.769531,19324.769531,8400
2013-07-09,19399.369141,19486.000000,19380.250000,19439.480469,19439.480469,6600
2013-07-10,19482.660156,19505.929688,19237.910156,19294.119141,19294.119141,7800
2013-07-11,19468.460938,19723.509766,19468.460938,19676.060547,19676.060547,8400
2013-07-12,19898.689453,19991.939453,19785.589844,19958.470703,19958.470703,7600
2013-07-15,19926.099609,20072.439453,19883.189453,20034.480469,20034.480469,7000
2013-07-16,19788.089844,19890.630859,19649.580078,19851.230469,19851.230469,8000
2013-07-17,19928.949219,19983.220703,19778.539063,19948.730469,19948.730469,10400
2013-07-18,19999.509766,20176.900391,19956.199219,20128.410156,20128.410156,9800
2013-07-19,20213.449219,20256.599609,20111.130859,20149.849609,20149.849609,11600
2013-07-22,20096.710938,20264.900391,20065.689453,20159.119141,20159.119141,9400
2013-07-23,20249.980469,20351.060547,20249.980469,20302.130859,20302.130859,7800
2013-07-24,20200.199219,20252.699219,19994.250000,20090.679688,20090.679688,8000
2013-07-25,20062.000000,20110.810547,19763.900391,19804.759766,19804.759766,12800
2013-07-26,19892.470703,19907.449219,19699.759766,19748.189453,19748.189453,11000
2013-07-29,19714.419922,19751.029297,19570.869141,19593.279297,19593.279297,9900
2013-07-30,19577.750000,19672.720703,19328.539063,19348.339844,19348.339844,9500
2013-07-31,19304.070313,19387.500000,19126.820313,19345.699219,19345.699219,13900
2013-08-01,19443.289063,19569.199219,19170.460938,19317.189453,19317.189453,10600
2013-08-02,19399.550781,19451.699219,19078.720703,19164.019531,19164.019531,8600
2013-08-05,19178.060547,19306.509766,19141.679688,19182.259766,19182.259766,12000
2013-08-06,19127.099609,19131.919922,18667.300781,18733.039063,18733.039063,13800
2013-08-07,18758.529297,18811.460938,18551.349609,18664.880859,18664.880859,12800
2013-08-08,18687.300781,18829.259766,18621.669922,18789.339844,18789.339844,11900
2013-08-12,18898.939453,19066.970703,18796.009766,18946.980469,18946.980469,11700
2013-08-13,18895.259766,19248.109375,18864.810547,19229.839844,19229.839844,11900
2013-08-14,19299.419922,19392.560547,19203.630859,19367.589844,19367.589844,14700
2013-08-16,19297.109375,19310.949219,18559.650391,18598.179688,18598.179688,14300
2013-08-19,18587.380859,18587.380859,18139.150391,18307.519531,18307.519531,14300
2013-08-20,18142.830078,18306.460938,17970.980469,18246.039063,18246.039063,18200
2013-08-21,18545.439453,18567.699219,17807.189453,17905.910156,17905.910156,17400
2013-08-22,17896.839844,18349.820313,17759.589844,18312.939453,18312.939453,19800
2013-08-23,18386.529297,18546.599609,18210.750000,18519.439453,18519.439453,19200
2013-08-26,18602.560547,18728.189453,18488.929688,18558.130859,18558.130859,17200
2013-08-27,18460.720703,18460.720703,17921.820313,17968.080078,17968.080078,17800
2013-08-28,17851.439453,18101.839844,17448.710938,17996.150391,17996.150391,21400
2013-08-29,18073.660156,18455.660156,18071.220703,18401.039063,18401.039063,18600
2013-08-30,18424.720703,18679.259766,18272.759766,18619.720703,18619.720703,18600
2013-09-02,18691.830078,18942.060547,18678.929688,18886.130859,18886.130859,10800
2013-09-03,19002.769531,19007.310547,18166.169922,18234.660156,18234.660156,19400
2013-09-04,18314.679688,18612.599609,18188.429688,18567.550781,18567.550781,14400
2013-09-05,18857.599609,19117.519531,18847.019531,18979.759766,18979.759766,13800
2013-09-06,19072.019531,19293.960938,18929.380859,19270.060547,19270.060547,15600
2013-09-10,19448.390625,20012.689453,19444.660156,19997.099609,19997.099609,17800
2013-09-11,19999.769531,20055.529297,19777.630859,19997.449219,19997.449219,15700
2013-09-12,20046.050781,20052.050781,19676.490234,19781.880859,19781.880859,11900
2013-09-13,19744.539063,19899.369141,19675.679688,19732.759766,19732.759766,10600
2013-09-16,19977.380859,20086.429688,19596.150391,19742.470703,19742.470703,11200
2013-09-17,19721.900391,19819.099609,19635.439453,19804.029297,19804.029297,9900
2013-09-18,19865.990234,20013.330078,19775.289063,19962.160156,19962.160156,9300
2013-09-19,20354.730469,20739.689453,20347.300781,20646.640625,20646.640625,18300
2013-09-20,20616.349609,20677.990234,20051.429688,20263.710938,20263.710938,13500
2013-09-23,20060.820313,20199.810547,19826.300781,19900.960938,19900.960938,11100
2013-09-24,19820.029297,20050.419922,19782.779297,19920.210938,19920.210938,10700
2013-09-25,19947.429688,19978.490234,19658.740234,19856.240234,19856.240234,13900
2013-09-26,19853.660156,19997.279297,19826.990234,19893.849609,19893.849609,14900
2013-09-27,19951.730469,19981.570313,19674.380859,19727.269531,19727.269531,11800
2013-09-30,19643.890625,19651.310547,19320.730469,19379.769531,19379.769531,10000
2013-10-01,19452.050781,19532.910156,19264.720703,19517.150391,19517.150391,9200
2013-10-03,19585.789063,19929.240234,19583.970703,19902.070313,19902.070313,15700
2013-10-04,19870.000000,20052.000000,19833.169922,19915.949219,19915.949219,12900
2013-10-07,19880.939453,19921.380859,19647.880859,19895.099609,19895.099609,12300
2013-10-08,20094.210938,20150.269531,19936.720703,19983.609375,19983.609375,10900
2013-10-09,19918.199219,20277.740234,19826.960938,20249.259766,20249.259766,10200
2013-10-10,20228.759766,20323.769531,20135.910156,20272.910156,20272.910156,10400
2013-10-11,20535.900391,20559.689453,20368.060547,20528.589844,20528.589844,11700
2013-10-14,20534.609375,20645.939453,20497.880859,20607.539063,20607.539063,8900
2013-10-15,20722.900391,20759.580078,20446.730469,20547.619141,20547.619141,13600
2013-10-17,20579.560547,20629.800781,20375.419922,20415.509766,20415.509766,10300
2013-10-18,20486.779297,20932.230469,20486.779297,20882.890625,20882.890625,15700
2013-10-21,20915.759766,20970.919922,20768.990234,20893.890625,20893.890625,12200
2013-10-22,20863.150391,20948.910156,20810.250000,20864.970703,20864.970703,10700
2013-10-23,20875.310547,20922.320313,20589.720703,20767.880859,20767.880859,11200
2013-10-24,20766.050781,21039.419922,20656.699219,20725.429688,20725.429688,8200
2013-10-25,20725.519531,20782.160156,20622.550781,20683.519531,20683.519531,9600
2013-10-28,20696.509766,20771.359375,20550.640625,20570.279297,20570.279297,8100
2013-10-29,20593.490234,20952.550781,20493.660156,20929.009766,20929.009766,11300
2013-10-30,20944.140625,21086.589844,20937.119141,21033.970703,21033.970703,10400
2013-10-31,21000.599609,21205.439453,20991.980469,21164.519531,21164.519531,11900
2013-11-01,21158.810547,21293.880859,21141.320313,21196.810547,21196.810547,10000
2013-11-05,21134.099609,21158.560547,20951.710938,20974.789063,20974.789063,11900
2013-11-06,21004.539063,21045.380859,20861.419922,20894.939453,20894.939453,10900
2013-11-07,20896.130859,21142.849609,20797.060547,20822.769531,20822.769531,11900
2013-11-08,20785.199219,20821.009766,20600.900391,20666.150391,20666.150391,10700
2013-11-11,20596.400391,20672.529297,20453.150391,20490.960938,20490.960938,10300
2013-11-12,20510.310547,20584.220703,20262.220703,20281.910156,20281.910156,10200
2013-11-13,20248.519531,20365.589844,20161.640625,20194.400391,20194.400391,9000
2013-11-14,20351.390625,20568.990234,20348.269531,20399.419922,20399.419922,12600
2013-11-18,20570.589844,20868.759766,20570.589844,20850.740234,20850.740234,10900
2013-11-19,20870.160156,20934.400391,20828.689453,20890.820313,20890.820313,11400
2013-11-20,20857.009766,20895.300781,20579.939453,20635.130859,20635.130859,8900
2013-11-21,20579.259766,20579.259766,20189.230469,20229.050781,20229.050781,8100
2013-11-22,20316.580078,20388.119141,20137.669922,20217.390625,20217.390625,10600
2013-11-25,20326.660156,20626.150391,20326.660156,20605.080078,20605.080078,8200
2013-11-26,20604.269531,20604.269531,20390.619141,20425.019531,20425.019531,10500
2013-11-27,20449.000000,20482.669922,20348.060547,20420.259766,20420.259766,7000
2013-11-28,20522.359375,20606.380859,20461.509766,20534.910156,20534.910156,9000
2013-11-29,20558.929688,20819.769531,20558.929688,20791.929688,20791.929688,11200
2013-12-02,20771.269531,20941.000000,20770.509766,20898.009766,20898.009766,9600
2013-12-03,20857.849609,20927.050781,20817.750000,20854.919922,20854.919922,12000
2013-12-04,20839.449219,20863.369141,20673.619141,20708.710938,20708.710938,12200
2013-12-05,20992.250000,21165.599609,20929.199219,20957.810547,20957.810547,11900
2013-12-06,20955.740234,21049.839844,20922.449219,20996.529297,20996.529297,10100
2013-12-09,21416.669922,21483.740234,21282.640625,21326.419922,21326.419922,13400
2013-12-10,21293.580078,21327.750000,21175.080078,21255.259766,21255.259766,17300
2013-12-11,21191.269531,21215.939453,21069.449219,21171.410156,21171.410156,10600
2013-12-12,21101.050781,21103.800781,20901.470703,20925.609375,20925.609375,9100
2013-12-13,20867.169922,20867.169922,20692.669922,20715.580078,20715.580078,9500
2013-12-16,20714.259766,20764.519531,20637.769531,20659.519531,20659.519531,10300
2013-12-17,20732.439453,20784.029297,20594.990234,20612.140625,20612.140625,8300
2013-12-18,20568.699219,20917.570313,20568.699219,20859.859375,20859.859375,8400
2013-12-19,20959.800781,21017.449219,20646.029297,20708.619141,20708.619141,10300
2013-12-20,20792.369141,21117.990234,20745.939453,21079.720703,21079.720703,9100
2013-12-23,21080.539063,21207.890625,21059.119141,21101.029297,21101.029297,6700
2013-12-24,21127.660156,21156.919922,21010.650391,21032.710938,21032.710938,5800
2013-12-26,21051.000000,21135.849609,21013.140625,21074.589844,21074.589844,7300
2013-12-27,21114.490234,21235.140625,21113.250000,21193.580078,21193.580078,5500
2013-12-30,21260.150391,21304.699219,21089.210938,21143.009766,21143.009766,6100
2013-12-31,21177.769531,21230.880859,21122.679688,21170.679688,21170.679688,5000
2014-01-01,21222.189453,21244.349609,21133.820313,21140.480469,21140.480469,4000
2014-01-02,21179.910156,21331.320313,20846.669922,20888.330078,20888.330078,9300
2014-01-03,20819.580078,20885.179688,20731.330078,20851.330078,20851.330078,9300
2014-01-06,20913.789063,20913.789063,20721.980469,20787.300781,20787.300781,7600
2014-01-07,20845.769531,20890.480469,20637.179688,20693.240234,20693.240234,8100
2014-01-08,20767.419922,20786.410156,20688.179688,20729.380859,20729.380859,8000
2014-01-09,20755.730469,20778.130859,20652.689453,20713.369141,20713.369141,9000
2014-01-10,20760.720703,20971.230469,20625.169922,20758.490234,20758.490234,10400
2014-01-13,20850.539063,21169.080078,20850.539063,21134.210938,21134.210938,7900
2014-01-14,21115.000000,21154.759766,21009.050781,21032.880859,21032.880859,5600
2014-01-15,21091.460938,21302.730469,21091.460938,21289.490234,21289.490234,9400
2014-01-16,21366.910156,21379.289063,21199.650391,21265.179688,21265.179688,13400
2014-01-17,21236.650391,21270.109375,21015.609375,21063.619141,21063.619141,12000
2014-01-20,21083.529297,21221.369141,21001.130859,21205.050781,21205.050781,6000
2014-01-21,21237.960938,21302.519531,21189.199219,21251.119141,21251.119141,9400
2014-01-22,21251.650391,21377.910156,21168.429688,21337.669922,21337.669922,13400
2014-01-23,21319.689453,21409.660156,21264.710938,21373.660156,21373.660156,6500
2014-01-24,21289.150391,21333.660156,21123.990234,21133.560547,21133.560547,10800
2014-01-27,20899.029297,20899.029297,20688.029297,20707.449219,20707.449219,10100
2014-01-28,20721.169922,20795.349609,20554.279297,20683.509766,20683.509766,8200
2014-01-29,20784.039063,20828.679688,20613.619141,20647.300781,20647.300781,7800
2014-01-30,20491.740234,20528.410156,20343.779297,20498.250000,20498.250000,12600
2014-01-31,20544.640625,20572.320313,20448.429688,20513.849609,20513.849609,6100
2014-02-03,20479.029297,20480.349609,20182.199219,20209.259766,20209.259766,5700
2014-02-04,20050.990234,20255.519531,19963.119141,20211.929688,20211.929688,9800
2014-02-05,20241.119141,20289.330078,20076.099609,20261.029297,20261.029297,9300
2014-02-06,20286.089844,20358.189453,20079.820313,20310.740234,20310.740234,12400
2014-02-07,20441.039063,20450.509766,20282.300781,20376.560547,20376.560547,11100
2014-02-10,20429.160156,20434.500000,20312.210938,20334.269531,20334.269531,7900
2014-02-11,20400.939453,20443.349609,20349.509766,20363.369141,20363.369141,9400
2014-02-12,20449.830078,20516.599609,20427.230469,20448.490234,20448.490234,10100
2014-02-13,20478.669922,20503.859375,20164.669922,20193.349609,20193.349609,7900
2014-02-14,20265.130859,20391.949219,20149.009766,20366.820313,20366.820313,8300
2014-02-17,20438.869141,20492.429688,20338.949219,20464.060547,20464.060547,6100
2014-02-18,20457.560547,20685.019531,20436.480469,20634.210938,20634.210938,9400
2014-02-19,20643.849609,20750.519531,20629.560547,20722.970703,20722.970703,4700
2014-02-20,20661.070313,20662.660156,20522.039063,20536.640625,20536.640625,6000
2014-02-21,20600.580078,20725.039063,20599.910156,20700.750000,20700.750000,6300
2014-02-24,20695.480469,20828.630859,20637.300781,20811.439453,20811.439453,12500
2014-02-25,20877.720703,20912.539063,20777.730469,20852.470703,20852.470703,9500
2014-02-26,20869.609375,21005.039063,20860.019531,20986.990234,20986.990234,8500
2014-02-28,20995.390625,21140.509766,20989.660156,21120.119141,21120.119141,11400
2014-03-03,21079.269531,21140.000000,20920.980469,20946.650391,20946.650391,121600
2014-03-04,20947.000000,21224.640625,20940.390625,21209.730469,21209.730469,9700
2014-03-05,21280.359375,21333.199219,21176.160156,21276.859375,21276.859375,7500
2014-03-06,21336.320313,21525.140625,21329.880859,21513.869141,21513.869141,9700
2014-03-07,21539.439453,21960.890625,21539.439453,21919.789063,21919.789063,15200
2014-03-10,21819.189453,22023.980469,21805.220703,21934.830078,21934.830078,15500
2014-03-11,21918.830078,22018.519531,21772.109375,21826.419922,21826.419922,12000
2014-03-12,21793.320313,21965.949219,21768.140625,21856.220703,21856.220703,10400
2014-03-13,21736.609375,21991.359375,21720.130859,21774.609375,21774.609375,9500
2014-03-14,21648.050781,21853.320313,21573.480469,21809.800781,21809.800781,8800
2014-03-18,21849.650391,22040.720703,21785.380859,21832.609375,21832.609375,8600
2014-03-19,21872.679688,21895.830078,21782.009766,21832.859375,21832.859375,11000
2014-03-20,21797.609375,21853.250000,21704.660156,21740.089844,21740.089844,7600
2014-03-21,21823.519531,21870.109375,21729.900391,21753.750000,21753.750000,60600
2014-03-22,null,null,null,null,null,null
2014-03-24,21827.500000,22074.339844,21827.500000,22055.480469,22055.480469,9000
2014-03-25,21948.310547,22079.960938,21916.869141,22055.210938,22055.210938,7800
2014-03-26,22134.710938,22172.199219,22020.580078,22095.300781,22095.300781,10600
2014-03-27,22116.230469,22307.740234,22094.289063,22214.369141,22214.369141,10400
2014-03-28,22273.439453,22363.970703,22185.109375,22339.970703,22339.970703,9200
2014-03-31,22423.140625,22467.210938,22253.779297,22386.269531,22386.269531,11200
2014-04-01,22455.230469,22485.769531,22295.650391,22446.439453,22446.439453,11000
2014-04-02,22550.580078,22592.099609,22473.460938,22551.490234,22551.490234,15700
2014-04-03,22598.189453,22620.650391,22369.279297,22509.070313,22509.070313,7400
2014-04-04,22522.460938,22525.210938,22339.400391,22359.500000,22359.500000,7100
2014-04-07,22355.560547,22481.619141,22197.509766,22343.449219,22343.449219,4700
2014-04-09,22389.210938,22740.039063,22379.949219,22702.339844,22702.339844,8500
2014-04-10,22729.460938,22792.490234,22644.429688,22715.330078,22715.330078,10900
2014-04-11,22642.050781,22679.179688,22526.890625,22628.960938,22628.960938,9500
2014-04-15,22698.089844,22737.310547,22416.240234,22484.929688,22484.929688,8600
2014-04-16,22486.730469,22533.609375,22247.390625,22277.230469,22277.230469,6700
2014-04-17,22327.759766,22648.689453,22312.189453,22628.839844,22628.839844,8500
2014-04-21,22644.750000,22795.580078,22636.750000,22764.830078,22764.830078,9100
2014-04-22,22771.240234,22853.029297,22727.630859,22758.369141,22758.369141,9000
2014-04-23,22783.650391,22912.519531,22780.130859,22876.539063,22876.539063,7200
2014-04-24,null,null,null,null,null,null
2014-04-25,22892.500000,22939.310547,22656.640625,22688.070313,22688.070313,7500
2014-04-28,22717.589844,22721.359375,22597.189453,22631.609375,22631.609375,6900
2014-04-29,22654.279297,22681.890625,22443.560547,22466.189453,22466.189453,7700
2014-04-30,22517.630859,22680.460938,22284.960938,22417.800781,22417.800781,9700
2014-05-02,22493.589844,22575.619141,22386.949219,22403.890625,22403.890625,6300
2014-05-05,22412.800781,22592.029297,22354.449219,22445.119141,22445.119141,11700
2014-05-06,22512.230469,22602.710938,22475.650391,22508.419922,22508.419922,6200
2014-05-07,22488.960938,22532.820313,22286.259766,22323.900391,22323.900391,10800
2014-05-08,22382.140625,22443.130859,22277.039063,22344.039063,22344.039063,6000
2014-05-09,22374.980469,23048.490234,22317.179688,22994.230469,22994.230469,11300
2014-05-12,23031.109375,23572.880859,23008.650391,23551.000000,23551.000000,12400
2014-05-13,23729.779297,24068.939453,23729.250000,23871.230469,23871.230469,18200
2014-05-14,23897.880859,23964.669922,23753.359375,23815.119141,23815.119141,11500
2014-05-15,23809.419922,23971.779297,23742.750000,23905.599609,23905.599609,14900
2014-05-16,24271.539063,25375.630859,23873.160156,24121.740234,24121.740234,35700
2014-05-19,24340.320313,24448.470703,24107.990234,24363.050781,24363.050781,23500
2014-05-20,24555.310547,24587.160156,24299.529297,24376.880859,24376.880859,19000
2014-05-21,24404.480469,24419.539063,24156.470703,24298.019531,24298.019531,18000
2014-05-22,24415.419922,24524.759766,24326.480469,24374.400391,24374.400391,14500
2014-05-23,24535.140625,24745.859375,24470.779297,24693.349609,24693.349609,21200
2014-05-26,24913.890625,25175.220703,24433.900391,24716.880859,24716.880859,21900
2014-05-27,24748.099609,24777.310547,24422.330078,24549.509766,24549.509766,12600
2014-05-28,24591.609375,24643.330078,24488.810547,24556.089844,24556.089844,15100
2014-05-29,24523.130859,24528.199219,24206.500000,24234.150391,24234.150391,16000
2014-05-30,24300.990234,24353.589844,24163.619141,24217.339844,24217.339844,14900
2014-06-02,24368.960938,24709.089844,24270.199219,24684.849609,24684.849609,14400
2014-06-03,24729.220703,24892.060547,24626.970703,24858.589844,24858.589844,21100
2014-06-04,24909.029297,24925.900391,24773.929688,24805.830078,24805.830078,14800
2014-06-05,24828.380859,25044.060547,24644.880859,25019.509766,25019.509766,17500
2014-06-06,25204.949219,25419.140625,25129.759766,25396.460938,25396.460938,18100
2014-06-09,25543.599609,25644.769531,25496.839844,25580.210938,25580.210938,15300
2014-06-10,25706.349609,25711.109375,25347.330078,25583.689453,25583.689453,13600
2014-06-11,25650.619141,25735.869141,25365.650391,25473.890625,25473.890625,14000
2014-06-12,25597.210938,25611.320313,25409.689453,25576.210938,25576.210938,10200
2014-06-13,25677.050781,25688.310547,25171.609375,25228.169922,25228.169922,14700
2014-06-16,25239.500000,25268.410156,25063.929688,25190.480469,25190.480469,12000
2014-06-17,25189.460938,25545.880859,25104.500000,25521.189453,25521.189453,11300
2014-06-18,25565.189453,25609.279297,25114.300781,25246.250000,25246.250000,13200
2014-06-19,25327.089844,25425.849609,25069.660156,25201.800781,25201.800781,15200
2014-06-20,25237.539063,25276.310547,25056.179688,25105.509766,25105.509766,8800
2014-06-23,25108.089844,25197.500000,24878.660156,25031.320313,25031.320313,10200
2014-06-24,25115.830078,25414.689453,25115.830078,25368.900391,25368.900391,9700
2014-06-25,25421.490234,25427.800781,25274.390625,25313.740234,25313.740234,7700
2014-06-26,25217.689453,25309.330078,25021.230469,25062.669922,25062.669922,10300
2014-06-27,25132.080078,25209.609375,25032.939453,25099.919922,25099.919922,10100
2014-06-30,25179.550781,25460.960938,25179.550781,25413.779297,25413.779297,9500
2014-07-01,25469.939453,25571.900391,25466.769531,25516.349609,25516.349609,10600
2014-07-02,25660.570313,25864.529297,25660.160156,25841.210938,25841.210938,12300
2014-07-03,25875.750000,25999.080078,25793.699219,25823.750000,25823.750000,3700
2014-07-04,25844.800781,25981.509766,25659.330078,25962.060547,25962.060547,9500
2014-07-07,26039.669922,26123.550781,25992.730469,26100.080078,26100.080078,8900
2014-07-08,26166.919922,26190.439453,25495.039063,25582.109375,25582.109375,12700
2014-07-09,25615.279297,25683.970703,25364.769531,25444.810547,25444.810547,10500
2014-07-10,25513.740234,25920.460938,25239.890625,25372.750000,25372.750000,16900
2014-07-11,25488.859375,25548.330078,24978.330078,25024.349609,25024.349609,18600
2014-07-14,25093.160156,25095.759766,24892.000000,25006.980469,25006.980469,11400
2014-07-15,25100.900391,25254.480469,25020.320313,25228.650391,25228.650391,8100
2014-07-16,25322.169922,25602.779297,25246.750000,25549.720703,25549.720703,9600
2014-07-17,25540.919922,25613.029297,25494.460938,25561.160156,25561.160156,21900
2014-07-18,25558.480469,25713.400391,25441.240234,25641.560547,25641.560547,8300
2014-07-21,25776.539063,25861.150391,25677.710938,25715.169922,25715.169922,7600
2014-07-22,25784.480469,26050.380859,25780.390625,26025.800781,26025.800781,8500
2014-07-23,26130.259766,26188.640625,26000.400391,26147.330078,26147.330078,8200
2014-07-24,26188.500000,26292.660156,26077.699219,26271.849609,26271.849609,7800
2014-07-25,26257.140625,26300.169922,26007.310547,26126.750000,26126.750000,11100
2014-07-28,26173.470703,26181.830078,25900.250000,25991.230469,25991.230469,7400
2014-07-30,26005.140625,26113.480469,25850.039063,26087.419922,26087.419922,9200
2014-07-31,26105.890625,26118.880859,25853.689453,25894.970703,25894.970703,9200
2014-08-01,25753.919922,25862.679688,25459.130859,25480.839844,25480.839844,12700
2014-08-04,25631.679688,25754.419922,25531.380859,25723.160156,25723.160156,7400
2014-08-05,25817.839844,25928.320313,25562.359375,25908.009766,25908.009766,8800
2014-08-06,25892.550781,25901.679688,25621.849609,25665.269531,25665.269531,6800
2014-08-07,25668.710938,25778.050781,25526.050781,25589.009766,25589.009766,7100
2014-08-08,25406.869141,25406.869141,25232.820313,25329.140625,25329.140625,7500
2014-08-11,25476.869141,25553.439453,25437.050781,25519.240234,25519.240234,6000
2014-08-12,25703.779297,25904.980469,25645.789063,25880.769531,25880.769531,8100
2014-08-13,25861.470703,25972.619141,25791.789063,25918.949219,25918.949219,8800
2014-08-14,25948.300781,26135.000000,25945.349609,26103.230469,26103.230469,10100
2014-08-18,26123.689453,26413.109375,26075.279297,26390.960938,26390.960938,8200
2014-08-19,26482.560547,26530.669922,26387.839844,26420.669922,26420.669922,10400
2014-08-20,26496.289063,26504.519531,26277.609375,26314.289063,26314.289063,8900
2014-08-21,26322.660156,26464.800781,26262.519531,26360.109375,26360.109375,6500
2014-08-22,26419.529297,26508.269531,26383.160156,26419.550781,26419.550781,6700
2014-08-25,26490.310547,26630.740234,26401.640625,26437.019531,26437.019531,10000
2014-08-26,26349.869141,26481.970703,26314.890625,26442.810547,26442.810547,9500
2014-08-27,26553.240234,26599.119141,26492.500000,26560.150391,26560.150391,6600
2014-08-28,26620.179688,26674.380859,26573.689453,26638.109375,26638.109375,6700
2014-09-01,26733.179688,26900.300781,26732.390625,26867.550781,26867.550781,9200
2014-09-02,26888.210938,27082.849609,26886.220703,27019.390625,27019.390625,8000
2014-09-03,27128.060547,27225.849609,27067.019531,27139.939453,27139.939453,9700
2014-09-04,27164.949219,27169.119141,26972.390625,27085.929688,27085.929688,7400
2014-09-05,27127.259766,27178.800781,26920.560547,27026.699219,27026.699219,7100
2014-09-08,27145.119141,27354.990234,27144.560547,27319.849609,27319.849609,7300
2014-09-09,27316.429688,27328.269531,27177.089844,27265.320313,27265.320313,7600
2014-09-10,27230.939453,27251.439453,27018.109375,27057.410156,27057.410156,5900
2014-09-11,27143.220703,27150.779297,26904.500000,26995.869141,26995.869141,7600
2014-09-12,27048.150391,27096.869141,26965.910156,27061.039063,27061.039063,8000
2014-09-15,26998.070313,26998.070313,26790.910156,26816.560547,26816.560547,6000
2014-09-16,26854.900391,26861.289063,26464.029297,26492.509766,26492.509766,9400
2014-09-17,26627.210938,26682.640625,26511.710938,26631.289063,26631.289063,7600
2014-09-18,26573.890625,27132.199219,26503.080078,27112.210938,27112.210938,7000
2014-09-19,27139.390625,27247.169922,27047.679688,27090.419922,27090.419922,7300
2014-09-22,27008.119141,27254.800781,26918.929688,27206.740234,27206.740234,7100
2014-09-23,27244.980469,27256.869141,26744.070313,26775.689453,26775.689453,7900
2014-09-24,26817.939453,26844.699219,26560.000000,26744.689453,26744.689453,12300
2014-09-25,26808.660156,26814.199219,26349.550781,26468.359375,26468.359375,11000
2014-09-26,26429.300781,26721.029297,26220.490234,26626.320313,26626.320313,10000
2014-09-29,26694.410156,26715.769531,26518.009766,26597.109375,26597.109375,6500
2014-09-30,26610.710938,26851.330078,26481.310547,26630.509766,26630.509766,8200
2014-10-01,26681.470703,26683.699219,26548.220703,26567.990234,26567.990234,7900
2014-10-07,26487.509766,26570.380859,26250.240234,26271.970703,26271.970703,10200
2014-10-08,26229.669922,26338.310547,26150.089844,26246.789063,26246.789063,8600
2014-10-09,26394.369141,26688.699219,26394.210938,26637.279297,26637.279297,7500
2014-10-10,26551.740234,26555.919922,26261.609375,26297.380859,26297.380859,9200
2014-10-13,26275.070313,26443.160156,26092.689453,26384.070313,26384.070313,6400
2014-10-14,26537.419922,26550.789063,26212.009766,26349.330078,26349.330078,11900
2014-10-15,null,null,null,null,null,null
2014-10-16,26260.349609,26462.080078,25933.980469,25999.339844,25999.339844,10700
2014-10-17,25950.000000,26248.539063,25910.769531,26108.529297,26108.529297,9400
2014-10-20,26434.160156,26517.900391,26368.939453,26429.849609,26429.849609,9300
2014-10-21,26552.449219,26615.410156,26407.000000,26575.650391,26575.650391,8400
2014-10-22,26782.570313,26818.330078,26712.210938,26787.230469,26787.230469,6000
2014-10-27,26959.570313,26994.960938,26726.839844,26752.900391,26752.900391,6500
2014-10-28,26788.730469,26907.140625,26764.150391,26880.820313,26880.820313,6800
2014-10-29,27017.439453,27126.300781,26971.160156,27098.169922,27098.169922,8100
2014-10-30,27098.939453,27390.599609,27088.650391,27346.330078,27346.330078,7000
2014-10-31,27439.060547,27894.320313,27438.279297,27865.830078,27865.830078,11600
